Date,Open,High,Low,Close,Adj Close,Volume
2017-12-13,4.000000,4.000000,4.000000,4.000000,4.000000,0
2017-12-14,4.000000,4.000000,4.000000,4.000000,4.000000,0
2017-12-15,4.000000,4.000000,4.000000,4.000000,4.000000,0
2017-12-18,4.000000,4.000000,4.000000,4.000000,4.000000,0
2017-12-19,4.000000,4.000000,4.000000,4.000000,4.000000,0
2017-12-20,4.000000,4.000000,4.000000,4.000000,4.000000,0
2017-12-21,4.000000,4.000000,4.000000,4.000000,4.000000,0
2017-12-22,4.000000,4.000000,4.000000,4.000000,4.000000,0
2017-12-26,4.000000,4.000000,4.000000,4.000000,4.000000,0
2017-12-27,4.000000,4.000000,4.000000,4.000000,4.000000,0
2017-12-28,4.200000,4.200000,4.200000,4.200000,4.200000,4281
2017-12-29,4.410000,4.410000,3.990000,3.990000,3.990000,159
2018-01-01,4.180000,4.180000,3.800000,3.800000,3.800000,1018
2018-01-02,3.800000,3.800000,3.800000,3.800000,3.800000,0
2018-01-03,3.990000,3.990000,3.990000,3.990000,3.990000,3500
2018-01-04,3.990000,3.990000,3.990000,3.990000,3.990000,0
2018-01-05,4.150000,4.150000,4.150000,4.150000,4.150000,50
2018-01-08,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-09,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-10,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-11,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-12,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-15,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-16,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-17,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-18,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-19,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-22,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-23,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-24,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-25,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-29,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-30,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-01-31,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-01,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-02,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-05,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-06,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-07,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-08,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-09,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-12,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-14,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-15,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-16,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-19,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-20,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-21,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-22,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-23,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-26,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-27,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-02-28,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-01,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-05,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-06,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-07,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-08,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-09,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-12,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-13,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-14,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-15,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-16,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-19,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-20,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-21,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-22,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-23,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-26,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-27,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-03-28,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-02,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-03,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-04,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-05,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-06,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-09,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-10,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-11,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-12,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-13,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-16,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-17,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-18,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-19,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-20,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-23,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-24,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-25,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-26,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-27,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-04-30,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-02,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-03,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-04,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-07,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-08,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-09,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-10,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-11,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-14,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-15,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-16,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-17,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-18,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-21,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-22,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-23,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-24,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-25,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-28,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-29,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-30,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-05-31,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-01,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-04,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-05,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-06,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-07,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-08,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-11,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-12,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-13,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-14,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-15,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-18,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-19,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-20,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-21,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-22,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-25,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-26,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-27,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-28,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-06-29,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-07-02,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-07-03,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-07-04,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-07-05,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-07-06,4.150000,4.150000,4.150000,4.150000,4.150000,350
2018-07-09,4.150000,4.150000,4.150000,4.150000,4.150000,141
2018-07-10,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-07-11,4.150000,4.150000,4.150000,4.150000,4.150000,0
2018-07-12,3.950000,3.950000,3.950000,3.950000,3.950000,75
2018-07-13,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-07-16,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-07-17,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-07-18,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-07-19,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-07-20,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-07-23,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-07-24,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-07-25,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-07-26,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-07-27,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-07-30,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-07-31,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-08-01,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-08-02,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-08-03,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-08-06,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-08-07,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-08-08,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-08-09,3.950000,3.950000,3.950000,3.950000,3.950000,0
2018-08-10,3.760000,3.760000,3.760000,3.760000,3.760000,25
2018-08-13,3.760000,3.760000,3.760000,3.760000,3.760000,0
2018-08-14,3.760000,3.760000,3.760000,3.760000,3.760000,0
2018-08-16,3.760000,3.760000,3.760000,3.760000,3.760000,0
2018-08-17,3.760000,3.760000,3.760000,3.760000,3.760000,0
2018-08-20,3.760000,3.760000,3.760000,3.760000,3.760000,0
2018-08-21,3.760000,3.760000,3.760000,3.760000,3.760000,0
2018-08-23,3.760000,3.760000,3.760000,3.760000,3.760000,0
2018-08-24,3.760000,3.760000,3.760000,3.760000,3.760000,0
2018-08-27,3.940000,3.940000,3.580000,3.580000,3.580000,800
2018-08-28,3.580000,3.580000,3.580000,3.580000,3.580000,0
2018-08-29,3.580000,3.580000,3.580000,3.580000,3.580000,0
2018-08-30,3.580000,3.580000,3.580000,3.580000,3.580000,0
2018-08-31,3.750000,3.750000,3.750000,3.750000,3.750000,1
2018-09-03,3.750000,3.750000,3.750000,3.750000,3.750000,0
2018-09-04,3.750000,3.750000,3.750000,3.750000,3.750000,0
2018-09-05,3.750000,3.750000,3.750000,3.750000,3.750000,0
2018-09-06,3.600000,3.600000,3.600000,3.600000,3.600000,1
2018-09-07,3.600000,3.600000,3.600000,3.600000,3.600000,0
2018-09-10,3.600000,3.600000,3.600000,3.600000,3.600000,0
2018-09-11,3.600000,3.600000,3.600000,3.600000,3.600000,0
2018-09-12,3.600000,3.600000,3.600000,3.600000,3.600000,0
2018-09-14,3.600000,3.600000,3.600000,3.600000,3.600000,0
2018-09-17,3.420000,3.420000,3.420000,3.420000,3.420000,6349
2018-09-18,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-09-19,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-09-21,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-09-24,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-09-25,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-09-26,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-09-27,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-09-28,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-01,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-03,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-04,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-05,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-08,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-09,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-10,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-11,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-12,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-15,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-16,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-17,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-19,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-22,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-23,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-24,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-25,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-26,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-29,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-30,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-10-31,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-01,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-02,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-05,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-06,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-07,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-09,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-12,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-13,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-14,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-15,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-16,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-19,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-20,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-21,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-22,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-26,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-27,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-28,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-29,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-11-30,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-03,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-04,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-05,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-06,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-07,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-10,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-11,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-12,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-13,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-14,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-17,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-18,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-19,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-20,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-21,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-24,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-26,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-27,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-28,3.420000,3.420000,3.420000,3.420000,3.420000,0
2018-12-31,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-01,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-02,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-03,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-04,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-07,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-08,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-09,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-10,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-11,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-14,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-15,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-16,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-17,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-18,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-21,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-22,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-23,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-24,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-25,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-28,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-29,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-30,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-01-31,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-01,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-04,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-05,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-06,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-07,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-08,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-11,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-12,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-14,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-15,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-18,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-19,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-20,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-21,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-22,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-25,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-26,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-27,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-02-28,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-01,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-05,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-06,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-07,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-08,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-11,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-12,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-13,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-14,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-15,3.420000,3.420000,3.420000,3.420000,3.420000,200
2019-03-18,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-19,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-20,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-22,3.420000,3.420000,3.420000,3.420000,3.420000,0
2019-03-25,3.470000,3.470000,3.470000,3.470000,3.470000,150
2019-03-26,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-03-27,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-03-28,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-01,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-02,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-03,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-04,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-05,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-08,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-09,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-10,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-11,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-12,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-15,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-16,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-18,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-22,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-23,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-24,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-25,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-26,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-04-30,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-02,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-03,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-06,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-07,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-08,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-09,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-10,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-13,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-14,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-15,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-16,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-17,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-20,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-21,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-22,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-23,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-24,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-27,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-28,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-29,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-30,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-05-31,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-03,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-04,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-06,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-07,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-10,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-11,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-12,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-13,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-14,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-17,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-18,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-19,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-20,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-21,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-24,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-25,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-26,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-27,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-06-28,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-01,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-02,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-03,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-04,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-05,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-08,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-09,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-10,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-11,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-12,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-15,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-16,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-17,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-18,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-19,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-22,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-23,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-24,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-25,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-26,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-29,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-30,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-07-31,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-08-01,3.470000,3.470000,3.410000,3.410000,3.410000,500
2019-08-05,3.410000,3.410000,3.410000,3.410000,3.410000,0
2019-08-06,3.410000,3.410000,3.410000,3.410000,3.410000,0
2019-08-07,3.410000,3.410000,3.410000,3.410000,3.410000,0
2019-08-08,3.410000,3.410000,3.410000,3.410000,3.410000,0
2019-08-09,3.470000,3.470000,3.470000,3.470000,3.470000,500
2019-08-13,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-08-14,3.470000,3.470000,3.470000,3.470000,3.470000,0
2019-08-16,3.470000,3.470000,3.470000,3.470000,3.470000,0
